pedido_id,cliente_id,categoria,produto,preco_unitario,quantidade,data_pedido,estado,canal_aquisicao,status_pedido,avaliacao
PED102372,CLI1305,Beleza,Kit Skincare,67.16,1,06-01-2025,AM,Instagram Ads,Entregue,5.0
PED100996,CLI1774,Livros,Romance Best-seller,-30.92,1,04/08/2025,PE,Instagram Ads,Entregue,5.0
PED100965,CLI2216,Eletrônicos,Carregador USB-C,125.51,2,12/02/2025,RJ,Orgânico,ENTREGUE,3.0
PED104797,CLI2705,Esporte,Garrafa Térmica,131.0,1,07/07/2025,CE,Orgânico,Entregue,5.0
PED101291,CLI2888,Casa e Decoração,Luminária LED,110.36,3,16-09-2025,PE,Google Ads,Entregue,4.0
PED104220,CLI2627,Esporte,Colchonete Yoga,103.81,2,2025-06-12,DF,Instagram Ads,Entregue,4.0
PED102950,CLI1257,Beleza,Protetor Solar,85.08,2,09-06-2025,GO,Orgânico,entregue,
PED100662,CLI2789,Casa e Decoração,Almofada,79.82,2,10/04/2025,GO,Orgânico,Em transporte,5.0
PED100772,CLI1983,Livros,Livro de Autoajuda,52.97,2,28-04-2025,SP,Instagram Ads,Devolvido,
PED100582,CLI2263,Moda,Jaqueta Jeans,91.32,1,01-01-2025,GO,E-mail Marketing,Entregue,4.0
PED101456,CLI1738,Eletrônicos,Caixa de Som,232.2,5,05-04-2025,RJ,Orgânico,Entregue,4.0
PED103126,CLI2125,Casa e Decoração,Jogo de Panelas,75.91,2,04-03-2025,GO,Instagram Ads,Entregue,4.0
PED101060,CLI2258,Beleza,Base Líquida,65.64,5,05/03/2025,GO,Google Ads,Entregue,4.0
PED100854,CLI2296,Casa e Decoração,Luminária LED,73.83,1,25-02-2025,AM,Indicação,Entregue,3.0
PED101444,CLI2142,Livros,Livro de Autoajuda,51.1,3,09-05-2025,BA,Google Ads,Entregue,3.0
PED103567,CLI1473,Casa e Decoração,Tapete,97.54,1,2025-06-05,PR,Instagram Ads,Em transporte,4.0
PED100874,CLI1502,Beleza,Perfume,94.82,3,10/01/2025,MG,Google Ads,Cancelado,5.0
PED101942,CLI2713,Beleza,Protetor Solar,38.63,1,21-01-2025,GO,Google Ads,Em transporte,4.0
PED103401,CLI2062,Eletrônicos,Fone Bluetooth,205.25,3,04-04-2025,BA,,Cancelado,5.0
PED103601,CLI1565,Moda,Bermuda,23.1,1,11-02-2025,MG,Indicação,Em transporte,5.0
PED100749,CLI1307,Livros,Livro de Autoajuda,30.42,2,08-02-2025,GO,Google Ads,Cancelado,4.0
PED102748,CLI2506,Beleza,Kit Skincare,80.46,1,11-03-2025,CE,Instagram Ads,Em transporte,5.0
PED102039,CLI1461,Esporte,Kit Halteres,121.41,1,2025-06-03,CE,,Entregue,4.0
PED100128,CLI2880,Esporte,Tênis de Corrida,139.57,1,30-04-2025,RS,Orgânico,Devolvido,4.0
PED102279,CLI2624,Casa e Decoração,Almofada,87.18,1,03/09/2025,MG,Google Ads,Devolvido,5.0
PED100885,CLI1077,Esporte,Colchonete Yoga,38.01,1,14-05-2025,RS,Instagram Ads,entregue,4.0
PED100134,CLI2381,Esporte,Bicicleta Ergométrica,86.22,1,04/08/2025,CE,Instagram Ads,Em transporte,3.0
PED103837,CLI2426,Beleza,Base Líquida,31.83,1,06-02-2025,DF,Indicação,Entregue,5.0
PED103991,CLI2651,Eletrônicos,Fone Bluetooth,110.24,5,15-05-2025,DF,Google Ads,Em transporte,4.0
PED103440,CLI2279,Esporte,Garrafa Térmica,93.14,1,04-06-2025,GO,Instagram Ads,Entregue,
PED101379,CLI2144,Livros,Quadrinhos,73.4,1,12-02-2025,GO,Indicação,Entregue,5.0
PED103588,CLI2668,Eletrônicos,Smartwatch,161.27,3,19-05-2025,SC,Orgânico,Entregue,4.0
PED104392,CLI1165,Livros,Romance Best-seller,51.3,1,2025-01-26,PE,Instagram Ads,Em transporte,5.0
PED101159,CLI1241,Moda,Boné,100.13,2,17-05-2025,AM,Google Ads,Entregue,4.0
PED104250,CLI2078,Eletrônicos,Mouse Gamer,123.31,1,01/05/2025,PE,Instagram Ads,Entregue,4.0
PED100111,CLI1686,Beleza,Kit Skincare,55.75,1,2025-03-12,RJ,,Devolvido,5.0
PED103068,CLI2184,Livros,Biografia,45.65,1,2025-07-23,RS,Instagram Ads,Entregue,
PED102918,CLI1268,Esporte,Garrafa Térmica,95.95,1,2025-03-12,RJ,E-mail Marketing,ENTREGUE,5.0
PED101304,CLI1099,Moda,Camiseta Básica,114.06,1,2025-06-28,RS,Instagram Ads,Entregue,4.0
PED104755,CLI1291,Esporte,Bicicleta Ergométrica,198.96,1,16-07-2025,RS,Instagram Ads,Entregue,4.0
PED104520,CLI1120,Esporte,Bicicleta Ergométrica,116.13,1,08-03-2025,SP,E-mail Marketing,Entregue,5.0
PED103878,CLI1070,Casa e Decoração,Luminária LED,73.66,1,2025-02-22,RJ,Instagram Ads,entregue,
PED104674,CLI1878,Livros,Livro Técnico,29.19,3,08-01-2025,SC,Instagram Ads,Cancelado,
PED102294,CLI2781,Livros,Livro Técnico,29.47,2,27-04-2025,CE,Google Ads,Entregue,
PED101721,CLI2703,Esporte,Colchonete Yoga,199.41,1,09-04-2025,PR,Indicação,Em transporte,3.0
PED101370,CLI2604,Esporte,Bicicleta Ergométrica,75.05,1,14/05/2025,SC,Orgânico,ENTREGUE,4.0
PED102908,CLI2221,Moda,Jaqueta Jeans,122.13,1,07-01-2025,BA,,Cancelado,5.0
PED104935,CLI1406,Beleza,Base Líquida,49.77,2,2025-01-01,AM,Orgânico,Entregue,
PED102954,CLI2508,Casa e Decoração,Luminária LED,53.88,1,2025-03-27,PR,Instagram Ads,Em transporte,4.0
PED100748,CLI1127,Beleza,Base Líquida,75.5,1,30-10-2025,MG,Orgânico,Cancelado,4.0
PED101356,CLI1982,Livros,Quadrinhos,34.99,2,11-11-2025,RS,Orgânico,ENTREGUE,2.0
PED104172,CLI1789,Livros,Romance Best-seller,46.17,1,18/01/2025,DF,,Devolvido,4.0
PED100910,CLI2543,Moda,Camiseta Básica,95.29,3,01-01-2025,RJ,Google Ads,entregue,5.0
PED102097,CLI2237,Esporte,Bicicleta Ergométrica,93.83,5,12-07-2025,BA,Instagram Ads,Em transporte,5.0
PED100304,CLI2019,Livros,Livro Técnico,28.18,1,04-01-2025,GO,Google Ads,entregue,3.0
PED102027,CLI2162,Beleza,Kit Skincare,62.26,1,06-09-2025,SP,,Entregue,5.0
PED103429,CLI2166,Livros,Romance Best-seller,24.83,1,2025-05-02,PE,Instagram Ads,Devolvido,
PED103716,CLI1477,Moda,Camiseta Básica,86.75,1,2025-01-29,AM,,Em transporte,4.0
PED104625,CLI1170,Casa e Decoração,Vaso Decorativo,73.49,1,19-04-2025,RS,Indicação,Entregue,3.0
PED104285,CLI1792,Casa e Decoração,Almofada,64.04,1,2025-05-31,GO,Instagram Ads,Entregue,3.0
PED103461,CLI1826,Eletrônicos,Carregador USB-C,160.1,2,03-02-2025,PR,Google Ads,Entregue,4.0
PED104113,CLI1642,Esporte,Bicicleta Ergométrica,147.29,2,17-09-2025,GO,Instagram Ads,Entregue,5.0
PED102964,CLI2873,Esporte,Garrafa Térmica,130.94,5,12/04/2025,RJ,Instagram Ads,Entregue,4.0
PED100107,CLI1190,Beleza,Kit Skincare,44.34,1,2025-01-29,PR,Orgânico,ENTREGUE,3.0
PED101683,CLI2014,Esporte,Garrafa Térmica,123.31,1,10/11/2025,AM,E-mail Marketing,Entregue,5.0
PED100120,CLI1427,Eletrônicos,Mouse Gamer,141.94,1,19-05-2025,RJ,Instagram Ads,Entregue,5.0
PED104028,CLI2419,Livros,Biografia,,1,13-01-2025,MG,Google Ads,entregue,4.0
PED104233,CLI1488,Beleza,Base Líquida,45.05,1,2025-04-14,RS,Instagram Ads,Devolvido,5.0
PED100364,CLI1571,Beleza,Secador de Cabelo,32.68,1,2025-01-16,PR,Google Ads,Entregue,
PED104236,CLI2385,Moda,Bermuda,101.99,1,06-06-2025,AM,Instagram Ads,ENTREGUE,5.0
PED101749,CLI1862,Esporte,Tênis de Corrida,136.83,1,2025-02-21,RS,Google Ads,Entregue,4.0
PED100872,CLI1805,Moda,Bermuda,93.27,1,2025-02-02,PE,E-mail Marketing,Cancelado,2.0
PED100898,CLI2954,Moda,Jaqueta Jeans,56.42,1,02/04/2025,MG,E-mail Marketing,Entregue,5.0
PED104075,CLI1089,Beleza,Protetor Solar,80.75,1,06-07-2025,SP,Orgânico,Entregue,5.0
PED103225,CLI1170,Casa e Decoração,Luminária LED,65.35,2,05-11-2025,BA,Instagram Ads,Em transporte,3.0
PED103093,CLI2284,Esporte,Garrafa Térmica,125.3,3,2025-01-19,AM,E-mail Marketing,Entregue,
PED104766,CLI2281,Beleza,Kit Skincare,34.11,2,02-08-2025,RJ,Orgânico,Entregue,5.0
PED103241,CLI2619,Esporte,Bicicleta Ergométrica,113.8,2,09-05-2025,CE,Indicação,entregue,5.0
PED103499,CLI2290,Eletrônicos,Caixa de Som,200.23,1,2025-01-24,MG,Google Ads,ENTREGUE,
PED101435,CLI2469,Esporte,Colchonete Yoga,83.41,1,17-10-2025,BA,Google Ads,Entregue,5.0
PED103294,CLI1171,Moda,Tênis Casual,106.72,1,2025-08-30,PA,Instagram Ads,Em transporte,5.0
PED100791,CLI1302,Beleza,Protetor Solar,69.25,3,31-07-2025,GO,Orgânico,Entregue,4.0
PED104381,CLI1322,Eletrônicos,Fone Bluetooth,109.2,1,09-01-2025,PR,Instagram Ads,Entregue,4.0
PED100700,CLI1455,Eletrônicos,Mouse Gamer,109.77,1,09-02-2025,SP,Instagram Ads,Entregue,5.0
PED104936,CLI2312,Beleza,Perfume,62.06,1,16-02-2025,SC,Instagram Ads,Entregue,4.0
PED103057,CLI1153,Beleza,Secador de Cabelo,53.29,1,2025-09-25,GO,Indicação,Cancelado,
PED101907,CLI1478,Eletrônicos,Caixa de Som,131.99,1,27-02-2025,RJ,Orgânico,Em transporte,5.0
PED103168,CLI1877,Eletrônicos,Fone Bluetooth,242.93,2,24-03-2025,MG,,Entregue,4.0
PED101792,CLI2281,Eletrônicos,Caixa de Som,130.39,1,27-05-2025,SP,Instagram Ads,Devolvido,2.0
PED103669,CLI2356,Casa e Decoração,Almofada  ,69.01,1,21-03-2025,BA,,Em transporte,
PED100770,CLI2848,Beleza,Base Líquida,71.36,1,2025-02-16,SP,,Entregue,4.0
PED103970,CLI2584,Moda,Camiseta Básica,117.24,1,29-04-2025,SP,,ENTREGUE,5.0
PED101121,CLI1133,Moda,Jaqueta Jeans  ,93.49,1,26-03-2025,PA,Google Ads,Entregue,5.0
PED100055,CLI1666,Eletrônicos,Smartwatch,185.84,1,19-06-2025,MG,E-mail Marketing,ENTREGUE,3.0
PED100115,CLI2050,Moda,Bermuda,134.82,1,26-07-2025,PR,Instagram Ads,Em transporte,5.0
PED101426,CLI1399,Beleza,Kit Skincare,40.34,2,18-01-2025,DF,,entregue,
PED103031,CLI1630,Casa e Decoração,Vaso Decorativo,85.25,2,2025-05-25,MG,Indicação,Cancelado,2.0
PED102902,CLI1948,Casa e Decoração,Almofada,75.64,1,03-02-2025,AM,Orgânico,Cancelado,3.0
PED101248,CLI2554,Eletrônicos,Smartwatch,195.38,2,17-03-2025,AM,Instagram Ads,entregue,5.0
PED103913,CLI1758,Livros,Romance Best-seller,36.43,1,21-02-2025,AM,E-mail Marketing,Em transporte,4.0
PED101675,CLI2790,Beleza,Base Líquida,67.15,1,2025-04-22,SC,Google Ads,Entregue,4.0
PED101697,CLI1290,Beleza,Secador de Cabelo,68.98,1,20-01-2025,DF,Instagram Ads,Em transporte,4.0
PED104937,CLI2732,Casa e Decoração,Luminária LED,101.3,1,19-03-2025,PE,Indicação,Entregue,3.0
PED101117,CLI1456,Eletrônicos,Caixa de Som,88.04,2,2025-04-04,BA,Orgânico,ENTREGUE,3.0
PED104846,CLI1554,Esporte,Colchonete Yoga,174.1,2,18/01/2025,RJ,Google Ads,Entregue,4.0
PED100921,CLI2824,Eletrônicos,Smartwatch,181.15,1,01-02-2025,AM,Google Ads,Cancelado,5.0
PED103641,CLI1256,Esporte,Colchonete Yoga,130.32,1,25-11-2025,GO,Orgânico,Entregue,4.0
PED103511,CLI1082,Beleza,Secador de Cabelo,60.37,1,2025-06-24,PE,Instagram Ads,entregue,5.0
PED100187,CLI2592,Moda,Tênis Casual,104.28,1,2025-08-05,AM,Instagram Ads,Cancelado,5.0
PED104696,CLI1363,Eletrônicos,Caixa de Som,29.94,5,2025-02-18,PR,,Entregue,4.0
PED102577,CLI1303,Casa e Decoração,Jogo de Panelas,65.67,2,03/05/2025,SC,Instagram Ads,ENTREGUE,4.0
PED104125,CLI1359,Beleza,Base Líquida  ,63.47,1,09-01-2025,BA,Orgânico,Entregue,
PED104030,CLI2976,Moda,Camiseta Básica,81.85,1,2025-04-14,RJ,E-mail Marketing,Cancelado,2.0
PED100599,CLI2450,Eletrônicos,Carregador USB-C,163.61,2,04-09-2025,RS,,Entregue,4.0
PED103128,CLI1527,Moda,Tênis Casual,92.29,2,28-07-2025,AM,Instagram Ads,ENTREGUE,3.0
PED102257,CLI2415,Casa e Decoração,Vaso Decorativo,75.59,1,12-04-2025,PE,Indicação,Entregue,
PED104431,CLI2321,Livros,Quadrinhos,40.46,1,29-04-2025,DF,Orgânico,Entregue,3.0
PED103249,CLI2141,Casa e Decoração,Vaso Decorativo,101.75,1,02-01-2025,GO,,Entregue,5.0
PED101821,CLI1071,Esporte,Kit Halteres,,1,12-01-2025,GO,,entregue,1.0
PED101577,CLI2162,Casa e Decoração,Almofada,53.93,1,09/01/2025,PE,Indicação,Em transporte,5.0
PED104695,CLI2054,Moda,Bermuda,81.86,1,03-04-2025,GO,E-mail Marketing,Entregue,4.0
PED104120,CLI1090,Moda,Tênis Casual,69.23,1,24-12-2025,DF,Google Ads,Entregue,5.0
PED100236,CLI1719,Eletrônicos,Caixa de Som,103.95,1,18/02/2025,PA,,Cancelado,
PED101398,CLI1203,Esporte,Tênis de Corrida,95.72,1,06-02-2025,RS,Instagram Ads,Em transporte,4.0
PED101300,CLI2258,Moda,Tênis Casual,126.79,2,04-01-2025,BA,E-mail Marketing,Cancelado,3.0
PED100311,CLI1634,Beleza,Base Líquida,56.43,1,13-01-2025,BA,,Entregue,4.0
PED102478,CLI1325,Moda,Bermuda,,2,2025-03-21,RJ,,entregue,4.0
PED103053,CLI2699,Esporte,Colchonete Yoga,116.07,1,20-10-2025,CE,Orgânico,ENTREGUE,4.0
PED104249,CLI1395,Esporte,Colchonete Yoga,139.89,1,2025-12-24,BA,Orgânico,Entregue,1.0
PED100607,CLI2763,Livros,Romance Best-seller,56.03,5,01/11/2025,MG,E-mail Marketing,entregue,4.0
PED100846,CLI2004,Moda,Bermuda,111.26,1,10-03-2025,SP,Google Ads,Entregue,4.0
PED102819,CLI2463,Livros,Livro de Autoajuda,24.32,2,16-04-2025,BA,Google Ads,Entregue,5.0
PED101380,CLI2418,Casa e Decoração,Vaso Decorativo,82.43,1,19-10-2025,BA,Instagram Ads,Entregue,4.0
PED104294,CLI1048,Eletrônicos,Carregador USB-C,203.82,1,16-01-2025,BA,Indicação,ENTREGUE,4.0
PED104460,CLI1940,Casa e Decoração,Tapete,41.97,2,17-02-2025,MG,Indicação,Entregue,5.0
PED100563,CLI1991,Livros,Livro Técnico,50.42,1,30/07/2025,PA,,Em transporte,4.0
PED100418,CLI2181,Livros,Biografia,30.95,1,14-03-2025,DF,Google Ads,Devolvido,4.0
PED104778,CLI1201,Livros,Livro de Autoajuda,24.34,1,10-02-2025,RS,Instagram Ads,Entregue,4.0
PED102973,CLI2606,Esporte,Bicicleta Ergométrica,140.55,1,12-01-2025,SP,Orgânico,Entregue,4.0
PED104893,CLI2567,Esporte,Tênis de Corrida,75.96,1,11-01-2025,PR,E-mail Marketing,entregue,3.0
PED104267,CLI1141,Livros,Livro de Autoajuda,35.93,1,07/05/2025,GO,Indicação,entregue,4.0
PED104869,CLI2583,Beleza,Secador de Cabelo,52.44,2,28-03-2025,PA,E-mail Marketing,Em transporte,5.0
PED101213,CLI1268,Casa e Decoração,Almofada,102.36,1,2025-05-19,MG,Indicação,Entregue,4.0
PED100437,CLI1717,Beleza,Protetor Solar,85.63,3,2025-01-26,RJ,Google Ads,Entregue,2.0
PED100518,CLI2815,Livros,Quadrinhos,86.75,1,21-02-2025,PE,E-mail Marketing,entregue,4.0
PED102981,CLI1228,Beleza,Base Líquida,62.04,1,2025-01-26,DF,Instagram Ads,Entregue,1.0
PED101020,CLI2468,Livros,Livro de Autoajuda,44.85,1,19-01-2025,MG,E-mail Marketing,Entregue,4.0
PED100993,CLI1143,Eletrônicos,Smartwatch,105.22,2,28-08-2025,SP,Orgânico,Entregue,4.0
PED102161,CLI2581,Livros,Livro Técnico,36.31,1,15-03-2025,PA,E-mail Marketing,ENTREGUE,2.0
PED101406,CLI1879,Esporte,Bicicleta Ergométrica,98.53,1,14-01-2025,CE,Google Ads,Em transporte,4.0
PED102233,CLI1800,Livros,Romance Best-seller,45.07,1,23-10-2025,GO,Indicação,Entregue,5.0
PED103950,CLI1507,Beleza,Protetor Solar,43.42,3,15-01-2025,DF,Google Ads,Entregue,5.0
PED104942,CLI1536,Casa e Decoração,Luminária LED,90.0,1,2025-01-14,PR,E-mail Marketing,Entregue,4.0
PED102633,CLI2416,Casa e Decoração,Jogo de Panelas,52.75,1,26-01-2025,PR,Google Ads,Em transporte,4.0
PED103060,CLI2576,Beleza,Base Líquida,51.25,1,24-10-2025,PE,Instagram Ads,Entregue,3.0
PED102051,CLI1350,Beleza,Secador de Cabelo,45.78,3,24-03-2025,GO,Google Ads,Entregue,4.0
PED100534,CLI1454,Moda,Jaqueta Jeans  ,47.24,3,2025-02-21,RJ,,Entregue,5.0
PED103451,CLI2269,Eletrônicos,Caixa de Som,141.71,1,14-03-2025,BA,E-mail Marketing,Cancelado,4.0
PED104455,CLI2084,Livros,Livro de Autoajuda,41.66,2,11-05-2025,PA,E-mail Marketing,Entregue,
PED104284,CLI2918,Eletrônicos,Fone Bluetooth,105.96,1,2025-04-04,BA,Orgânico,Entregue,1.0
PED101351,CLI1798,Eletrônicos,Carregador USB-C  ,171.25,3,18-06-2025,RJ,,Entregue,4.0
PED102769,CLI1583,Eletrônicos,Fone Bluetooth,114.66,2,2025-03-12,DF,Orgânico,Entregue,4.0
PED101441,CLI1787,Moda,Camiseta Básica,104.19,1,2025-04-18,GO,,Entregue,5.0
PED102036,CLI1507,Beleza,Kit Skincare,91.32,2,09-01-2025,PE,,ENTREGUE,5.0
PED100175,CLI1540,Beleza,Secador de Cabelo,49.5,1,20-08-2025,PA,Instagram Ads,ENTREGUE,3.0
PED104773,CLI1440,Casa e Decoração,Jogo de Panelas,99.5,5,19-01-2025,AM,Instagram Ads,Entregue,
PED104080,CLI2800,Esporte,Garrafa Térmica,162.89,1,02-05-2025,PE,Orgânico,Entregue,3.0
PED103080,CLI2973,Livros,Livro de Autoajuda,81.25,1,01-03-2025,AM,Indicação,Em transporte,4.0
PED102675,CLI1995,Beleza,Secador de Cabelo,87.01,1,2025-01-17,BA,Instagram Ads,Devolvido,4.0
PED104613,CLI1172,Beleza,Base Líquida,68.95,1,2025-05-14,PR,Instagram Ads,ENTREGUE,5.0
PED100946,CLI2331,Moda,Boné,111.6,1,12-06-2025,DF,E-mail Marketing,Entregue,
PED103408,CLI2682,Esporte,Tênis de Corrida,110.2,2,16/07/2025,SP,Instagram Ads,Entregue,4.0
PED101573,CLI2423,Casa e Decoração,Vaso Decorativo,38.05,1,14-11-2025,SC,Google Ads,ENTREGUE,
PED104634,CLI2443,Eletrônicos,Mouse Gamer,200.13,2,2025-11-15,AM,Google Ads,Entregue,3.0
PED102164,CLI1146,Moda,Boné,94.74,1,21/01/2025,SP,Orgânico,Entregue,3.0
PED100616,CLI1248,Casa e Decoração,Luminária LED,55.38,1,08-05-2025,PE,Instagram Ads,Entregue,2.0
PED104694,CLI2245,Casa e Decoração,Tapete,72.15,1,17-01-2025,RS,Orgânico,Em transporte,4.0
PED100955,CLI2956,Moda,Boné,42.48,1,09-03-2025,SC,Instagram Ads,Entregue,5.0
PED100194,CLI1743,Casa e Decoração,Almofada,64.92,1,30-01-2025,RS,Instagram Ads,Em transporte,
PED100909,CLI1450,Esporte,Tênis de Corrida,178.22,3,12/03/2025,MG,Indicação,Entregue,4.0
PED102442,CLI1746,Esporte,Bicicleta Ergométrica,164.86,1,2025-03-23,SC,Instagram Ads,entregue,5.0
PED104554,CLI1126,Beleza,Secador de Cabelo,45.18,1,2025-01-01,SC,,Cancelado,
PED104673,CLI1808,Livros,Livro Técnico,64.37,1,2025-10-24,AM,Instagram Ads,Em transporte,2.0
PED102636,CLI1229,Eletrônicos,Caixa de Som,135.18,1,2025-01-02,SC,Google Ads,Entregue,5.0
PED103791,CLI1826,Moda,Tênis Casual,77.12,1,24/05/2025,RS,Instagram Ads,Em transporte,3.0
PED100368,CLI2271,Eletrônicos,Carregador USB-C,169.96,1,02-03-2025,AM,Instagram Ads,Entregue,5.0
PED103953,CLI2449,Beleza,Secador de Cabelo,48.3,1,07-10-2025,AM,Instagram Ads,Entregue,4.0
PED104314,CLI1338,Eletrônicos,Carregador USB-C,143.16,1,29/07/2025,PE,Instagram Ads,Entregue,4.0
PED102900,CLI2552,Beleza,Secador de Cabelo,91.42,2,28-02-2025,GO,Instagram Ads,Entregue,
PED104639,CLI2000,Livros,Romance Best-seller,62.61,1,2025-06-09,SP,Google Ads,Entregue,5.0
PED101783,CLI2508,Eletrônicos,Caixa de Som,188.42,1,2025-11-09,CE,Google Ads,Devolvido,5.0
PED102157,CLI1431,Moda,Tênis Casual  ,83.82,1,2025-02-25,RJ,Instagram Ads,Cancelado,2.0
PED103672,CLI1645,Eletrônicos,Smartwatch,60.59,2,17-05-2025,PA,Google Ads,Entregue,4.0
PED101847,CLI1517,Moda,Boné  ,80.31,1,09-05-2025,RS,Google Ads,Em transporte,4.0
PED100216,CLI2572,Livros,Romance Best-seller,40.83,2,2025-05-21,SC,Google Ads,Entregue,5.0
PED101392,CLI1706,Esporte,Garrafa Térmica,81.59,1,23-01-2025,RJ,,Devolvido,5.0
PED104397,CLI2938,Beleza,Secador de Cabelo,41.98,1,27-02-2025,RJ,Orgânico,Em transporte,4.0
PED103929,CLI2229,Esporte,Tênis de Corrida,111.76,1,02-02-2025,PR,Indicação,Entregue,
PED103582,CLI1343,Livros,Quadrinhos,14.27,1,13-01-2025,RS,Instagram Ads,entregue,5.0
PED101055,CLI2214,Beleza,Perfume,57.52,2,2025-06-21,SP,Instagram Ads,Entregue,5.0
PED103285,CLI1754,Eletrônicos,Smartwatch,,1,10-04-2025,SC,Google Ads,Devolvido,1.0
PED102670,CLI1834,Beleza,Base Líquida  ,44.6,1,11-05-2025,SP,E-mail Marketing,Entregue,4.0
PED104411,CLI2659,Eletrônicos,Mouse Gamer,166.47,1,04-01-2025,PE,Google Ads,ENTREGUE,5.0
PED104467,CLI1284,Eletrônicos,Caixa de Som,190.06,1,10-08-2025,GO,Instagram Ads,entregue,
PED104312,CLI2246,Eletrônicos,Fone Bluetooth,113.5,3,2025-04-08,DF,E-mail Marketing,Entregue,3.0
PED103642,CLI1300,Esporte,Colchonete Yoga,136.09,1,2025-02-21,PR,Instagram Ads,Entregue,4.0
PED100460,CLI2806,Eletrônicos,Fone Bluetooth,150.03,1,24/05/2025,PA,Google Ads,Entregue,
PED101355,CLI2522,Esporte,Tênis de Corrida,76.5,3,25-06-2025,RS,Google Ads,Entregue,5.0
PED102588,CLI1364,Livros,Livro de Autoajuda,55.73,3,13/03/2025,RJ,Google Ads,Entregue,5.0
PED101135,CLI1903,Livros,Romance Best-seller,73.86,1,09/07/2025,PE,Orgânico,entregue,5.0
PED100267,CLI2629,Casa e Decoração,Jogo de Panelas,48.24,5,08-01-2025,BA,Instagram Ads,Em transporte,
PED101387,CLI2268,Casa e Decoração,Tapete,73.57,1,2025-03-20,CE,Google Ads,entregue,4.0
PED103198,CLI1547,Moda,Bermuda,91.14,1,24/04/2025,SP,Orgânico,Entregue,4.0
PED102303,CLI2141,Esporte,Colchonete Yoga,-63.8,2,2025-02-05,DF,Instagram Ads,Entregue,5.0
PED102740,CLI1386,Eletrônicos,Smartwatch,154.13,1,26-02-2025,SP,Instagram Ads,Em transporte,5.0
PED104211,CLI1716,Casa e Decoração,Luminária LED,82.58,1,08-04-2025,BA,Orgânico,Entregue,3.0
PED100817,CLI2443,Casa e Decoração,Jogo de Panelas,61.29,2,06-02-2025,RS,E-mail Marketing,Entregue,5.0
PED100769,CLI1292,Casa e Decoração,Luminária LED,115.89,1,28-06-2025,PR,Google Ads,entregue,
PED103603,CLI1375,Moda,Camiseta Básica,61.44,1,06/04/2025,AM,E-mail Marketing,Entregue,4.0
PED104897,CLI2349,Beleza,Perfume,92.6,1,24-06-2025,GO,Google Ads,Entregue,3.0
PED104419,CLI2876,Moda,Tênis Casual,88.83,1,27-01-2025,BA,,Entregue,3.0
PED102165,CLI1907,Casa e Decoração,Luminária LED,42.49,1,23-01-2025,RJ,Indicação,entregue,4.0
PED101019,CLI2165,Livros,Livro de Autoajuda,66.78,1,07/05/2025,AM,Orgânico,Entregue,
PED100234,CLI2239,Casa e Decoração,Almofada,-58.18,2,23-04-2025,DF,Instagram Ads,Entregue,5.0
PED102842,CLI1468,Beleza,Kit Skincare,80.57,2,2025-07-30,MG,,Devolvido,5.0
PED100001,CLI1459,Esporte,Garrafa Térmica,97.84,2,08/04/2025,AM,Instagram Ads,entregue,1.0
PED104189,CLI2483,Esporte,Bicicleta Ergométrica,139.09,1,19/06/2025,MG,Google Ads,Entregue,5.0
PED102038,CLI2075,Beleza,Protetor Solar,49.09,1,07-06-2025,AM,Instagram Ads,Entregue,3.0
PED103201,CLI1521,Esporte,Garrafa Térmica,106.04,1,11-12-2025,PE,Instagram Ads,Entregue,5.0
PED102416,CLI2211,Eletrônicos,Mouse Gamer,103.45,1,10-05-2025,GO,Instagram Ads,Entregue,
PED101750,CLI2705,Livros,Biografia,59.74,1,14-10-2025,DF,Indicação,Entregue,5.0
PED100210,CLI2599,Moda,Camiseta Básica,57.65,5,12-06-2025,AM,Orgânico,Em transporte,5.0
PED100671,CLI1711,Esporte,Bicicleta Ergométrica,128.72,1,28-02-2025,SP,Google Ads,entregue,4.0
PED104429,CLI2158,Esporte,Colchonete Yoga,117.58,1,2025-01-05,PE,Instagram Ads,Entregue,3.0
PED102183,CLI1961,Moda,Jaqueta Jeans,98.2,1,02-02-2025,GO,Instagram Ads,Entregue,4.0
PED100438,CLI2245,Casa e Decoração,Jogo de Panelas,46.75,1,18-04-2025,PA,Instagram Ads,Em transporte,4.0
PED102166,CLI2044,Livros,Livro de Autoajuda,55.22,1,04-05-2025,BA,Instagram Ads,entregue,2.0
PED101416,CLI2813,Eletrônicos,Fone Bluetooth,114.32,1,09-02-2025,AM,Google Ads,Em transporte,5.0
PED103317,CLI1675,Casa e Decoração,Luminária LED,122.18,1,25-04-2025,PR,Orgânico,Entregue,3.0
PED102018,CLI2934,Esporte,Kit Halteres,110.97,1,2025-01-29,RS,Orgânico,Entregue,4.0
PED100880,CLI1376,Beleza,Base Líquida,48.9,1,08-01-2025,PR,Instagram Ads,Entregue,5.0
PED102934,CLI2007,Livros,Livro Técnico,55.33,1,12-05-2025,SC,Google Ads,Entregue,3.0
PED102060,CLI2932,Casa e Decoração,Jogo de Panelas,97.95,1,2025-05-04,DF,Google Ads,Em transporte,4.0
PED104356,CLI1773,Beleza,Secador de Cabelo,38.84,2,17/08/2025,SP,,Entregue,5.0
PED101008,CLI2270,Livros,Livro Técnico,40.63,1,28/10/2025,GO,Orgânico,Entregue,4.0
